Tool,Description,href,toolset,desc,toolb
Lookup,Creates a raster by looking up values in another field in the table of the input raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-reclass-tools.htm,Reclass,The Reclass tools provide a variety of methods that allow you to reclassify or change input cell values to alternative values.,Spatial Analyst toolbox
Reclass by ASCII File,Reclassifies (or changes) the values of the input cells of a raster using an ASCII remap file.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-reclass-tools.htm,Reclass,The Reclass tools provide a variety of methods that allow you to reclassify or change input cell values to alternative values.,Spatial Analyst toolbox
Reclass by Table,Reclassifies (or changes) the values of the input cells of a raster using a remap table.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-reclass-tools.htm,Reclass,The Reclass tools provide a variety of methods that allow you to reclassify or change input cell values to alternative values.,Spatial Analyst toolbox
Reclassify,Reclassifies (or changes) the values in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-reclass-tools.htm,Reclass,The Reclass tools provide a variety of methods that allow you to reclassify or change input cell values to alternative values.,Spatial Analyst toolbox
Rescale by Function,Rescales the input raster values by applying a selected transformation function and transforming the resulting values onto a specified continuous evaluation scale.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-reclass-tools.htm,Reclass,The Reclass tools provide a variety of methods that allow you to reclassify or change input cell values to alternative values.,Spatial Analyst toolbox
Slice,"Slices or reclassifies the range of values of the input cells into zones of equal interval or equal area, or by natural breaks.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-reclass-tools.htm,Reclass,The Reclass tools provide a variety of methods that allow you to reclassify or change input cell values to alternative values.,Spatial Analyst toolbox
Classify Raster,Classifies a raster dataset based on an Esri classifier definition file (.ecd) and raster dataset inputs.The .ecd file contains all the information needed to perform a specific type of Esri-supported classification. The inputs to this tool must match the inputs used to generate the required .ecd file.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Compute Confusion Matrix,Computes a confusion matrix with errors of omission and commission and derives a kappa index of agreement and an overall accuracy between the classified map and the reference data.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Compute Segment Attributes,"Computes a set of attributes associated with the segmented image. The input raster can be a single-band or 3-band, 8-bit segmented image.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Create Accuracy Assessment Points,Creates randomly sampled points for post-classification accuracy assessment.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Export Training Data For Deep Learning,Converts labeled vector or raster data into deep learning training datasets using a remote sensing image. The output is a folder of image chips and a folder of metadata files in the specified format.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Generate Training Samples From Seed Points,"Generates training samples from seed points, such as accuracy assessment points or training sample points. A typical use case is generating training samples from an existing source, such as a thematic raster or a feature class.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Inspect Training Samples,Estimates the accuracy of individual training samples. The cross validation accuracy is computed using the previously generated classification training result in an .ecd file and the training samples. Outputs include a raster dataset containing the misclassified class values and a training sample dataset with the accuracy score for each training sample.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
Linear Spectral Unmixing,Performs subpixel classification and calculates the fractional abundance of different land cover types for individual pixels.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-segmentation-and-classification-tools.htm,Segmentation and Classification,"With the segmentation and classification tools, you can prepare segmented rasters to use in creating classified raster datasets.",Spatial Analyst toolbox
